1,3,314,1
1,3,591,1
1,4,270,2
2,4,365,1
1,4,229,1
2,3,336,2
1,4,520,2
1,4,677,2
1,4,621,1
1,3,532,1
2,3,1070,1
1,3,488,2
2,3,294,1
1,3,458,2
2,3,223,2
2,3,29,3
2,3,72,2
1,3,211,1
2,2,118,1
1,4,392,2
1,4,535,1
1,4,618,1
2,1,9,3
2,2,11,3
2,3,11,3
2,3,8,3
2,4,5,3
